Created,9/10/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Updated,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revised,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,State,Disability,Age 3,Age 4,Age 5,Age 3 to 5,"Hispanic/Latino 
Age 3 to 5 
","American Indian or
Alaska Native 
Age 3 to 5 
","Asian 
Age 3 to 5 
","Black or 
African American
Age 3 to 5 
","Native Hawaiian 
or Other Pacific Islander
Age 3 to 5 
","White
Age 3 to 5 
","Two or more races
Age 3 to 5 
","Age 3-5
 R/E
total ",Age 6,Age 7,Age 8,Age 9,Age 10,Age 11,Age 6 to 11,Age 12,Age 13,Age 14,Age 15,Age 16,Age 17,Age 6 to 17,Age 12 to 17,Age 18,Age 19,Age 20,Age 21,Age 18 to 21,Age 14 to 21,Age 6 to 21,Age 3 to 21,"Hispanic/Latino
Age 6 to 21
","

American Indian 
or Alaska Native 
Age 6 to 21 
","Asian 
Age 6 to 21 
","Black or 
African American
Age 6 to 21 
","Native Hawaiian 
or Other Pacific Islander
Age 6 to 21
","White
Age 6 to 21
","Two or more races
Age 6 to 21 
","Age 6 to 21
 R/E
total "
2011,Pennsylvania                                           ,Orthopedic impairments             ,53,68,68,189,22,0,         x,30,0,127,         x,189,70,55,66,53,         x,         x,343,66,63,51,         x,46,         x,666,323,         x,21,15,         x,73,267,739,928,76,0,15,137,         x,508,         x,739
2011,Pennsylvania                                           ,Other health impairments           ,83,101,442,626,62,0,11,101,0,436,16,626,918,"1,428","1,865","2,015","2,311","2,505","11,042","2,527","2,586","2,503","2,361","2,381","2,105","25,505","14,463","1,009",202,         x,         x,"1,267","10,617","26,772","27,398","2,115",52,229,"3,949",10,"20,154",263,"26,772"
2011,Pennsylvania                                           ,Specific learning disabilities     ,         x,         x,406,416,68,0,         x,88,0,244,         x,416,"1,098","2,963","5,737","7,943","9,798","11,348","38,887","12,405","12,809","12,808","13,141","13,455","13,321","116,826","77,939","7,141","1,281",317,59,"8,798","61,523","125,624","126,040","13,236",221,"1,214","24,595",28,"85,351",979,"125,624"
2011,Pennsylvania                                           ,Deaf-blindness                     ,9,         x,         x,14,0,0,0,         x,0,         x,0,14,8,         x,7,         x,         x,         x,37,         x,         x,         x,         x,8,         x,67,30,         x,         x,         x,0,7,25,74,88,         x,0,         x,12,         x,56,0,74
2011,Pennsylvania                                           ,Multiple disabilities              ,124,109,155,388,44,0,17,78,0,239,10,388,199,183,195,187,208,232,"1,204",164,199,203,198,206,193,"2,367","1,163",169,162,156,42,529,"1,329","2,896","3,284",286,         x,59,455,         x,"2,069",23,"2,896"
2011,Pennsylvania                                           ,Autism                             ,654,"1,024","1,355","3,033",302,         x,108,568,         x,"1,964",86,"3,033","1,804","1,876","1,982","1,914","1,880","1,754","11,210","1,616","1,582","1,384","1,192","1,041","1,019","19,044","7,834",682,353,242,51,"1,328","5,964","20,372","23,405","1,138",36,513,"2,742",15,"15,764",164,"20,372"
2011,Pennsylvania                                           ,Traumatic brain injury             ,12,         x,         x,33,5,0,         x,         x,0,         x,         x,33,22,         x,23,         x,34,52,181,         x,         x,         x,63,79,102,561,380,67,         x,23,         x,117,403,678,711,44,         x,10,88,0,532,         x,678
2011,Pennsylvania                                           ,Developmental delay                ,"4,671","6,368","2,568","13,607","1,694",16,296,"2,517",6,"8,703",375,"13,607",96,         -,         -,         -,         -,         -,96,         -,         -,         -,         -,         -,         -,96,         -,         -,         -,         -,         -,         -,         -,96,"13,703",         x,0,         x,23,0,60,         x,96
2011,Pennsylvania                                           ,All disabilities                   ,"8,867","12,498","11,357","32,722","3,248",37,652,"4,909",16,"23,051",809,"32,722","12,853","15,687","18,871","20,680","21,947","22,201","112,239","22,107","22,223","21,615","21,751","22,265","22,028","244,228","131,989","12,381","3,521","1,743",368,"18,013","105,672","262,241","294,963","23,071",489,"3,371","47,739",76,"185,222","2,273","262,241"
2011,Puerto Rico                                            ,Intellectual disabilities             ,10,20,34,64,64,0,0,0,0,0,0,64,87,181,245,334,443,578,"1,868",653,717,844,909,927,840,"6,758","4,890",621,471,324,244,"1,660","5,180","8,418","8,482","8,404",         x,         x,         x,0,         x,0,"8,418"
2011,Puerto Rico                                            ,Hearing impairments                ,22,39,36,97,97,0,0,0,0,0,0,97,38,45,40,41,56,54,274,56,70,58,85,65,55,663,389,27,25,6,5,63,326,726,823,         x,0,0,         x,0,0,0,726
2011,Puerto Rico                                            ,Speech or language impairments     ,"2,815","4,549","5,639","13,003","12,924",         x,         x,17,0,59,0,"13,003","5,540","4,817","4,073","3,301","2,555","2,132","22,418","1,536","1,213",864,603,399,245,"27,278","4,860",80,26,22,13,141,"2,252","27,419","40,422","27,376",12,5,10,0,16,0,"27,419"
2011,Puerto Rico                                            ,Visual impairments                 ,8,11,24,43,43,0,0,0,0,0,0,43,29,36,38,56,51,62,272,50,54,47,58,63,51,595,323,12,         x,         x,         x,18,237,613,656,         x,0,0,0,0,         x,0,613
2011,Puerto Rico                                            ,Emotional disturbance              ,0,         x,         x,24,24,0,0,0,0,0,0,24,37,63,70,99,126,134,529,154,164,147,125,105,83,"1,307",778,26,21,14,8,69,529,"1,376","1,400","1,374",0,         x,         x,0,0,0,"1,376"
2011,Puerto Rico                                            ,Orthopedic impairments             ,8,16,23,47,47,0,0,0,0,0,0,47,         x,32,         x,30,29,42,182,         x,         x,35,32,25,         x,367,185,9,         x,         x,         x,16,129,383,430,         x,         x,0,0,0,0,0,383
2011,Puerto Rico                                            ,Other health impairments           ,146,233,326,705,701,0,         x,0,0,         x,0,705,621,904,"1,137","1,090","1,154","1,137","6,043","1,032",913,866,789,629,450,"10,722","4,679",124,64,35,22,245,"2,979","10,967","11,672","10,943",         x,7,         x,0,10,0,"10,967"
2011,Puerto Rico                                            ,Specific learning disabilities     ,10,29,136,175,         x,0,0,0,0,         x,0,175,670,"1,945","2,962","3,899","5,031","6,184","20,691","6,329","6,706","6,927","6,681","5,731","4,548","57,613","36,922","1,877",729,415,295,"3,316","27,203","60,929","61,104","60,784",35,34,23,0,53,0,"60,929"
2011,Puerto Rico                                            ,Deaf-blindness                     ,0,         x,0,         x,         x,0,0,0,0,0,0,         x,         x,         x,         x,         x,         x,5,         x,         x,         x,         x,         x,         x,         x,26,         x,         x,         x,         x,         x,10,19,36,         x,         x,0,0,0,0,0,0,         x
2011,Puerto Rico                                            ,Multiple disabilities              ,33,60,68,161,         x,0,0,         x,0,0,0,161,64,67,74,71,99,107,482,71,99,74,88,110,75,999,517,70,46,37,43,196,543,"1,195","1,356",         x,0,0,         x,0,0,0,"1,195"
2011,Puerto Rico                                            ,Autism                             ,118,161,178,457,454,0,0,         x,0,         x,0,457,223,269,246,249,244,262,"1,493",182,174,157,114,78,87,"2,285",792,50,29,26,23,128,564,"2,413","2,870","2,406",         x,         x,         x,0,         x,0,"2,413"
2011,Puerto Rico                                            ,Traumatic brain injury             ,         x,5,         x,7,         x,0,0,0,0,0,0,         x,         x,         x,         x,         x,         x,6,         x,         x,0,         x,         x,         x,         x,41,         x,         x,         x,         x,         x,7,20,48,55,         x,0,0,0,0,0,0,         x
2011,Puerto Rico                                            ,Developmental delay                ,         x,0,         x,         x,         x,0,0,0,0,0,0,         x,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         x,         -,         -,         -,         -,         -,         -,         -,         -
2011,Puerto Rico                                            ,All disabilities                   ,"3,172","5,130","6,489","14,791","14,703",         x,         x,20,0,64,0,"14,791","7,332","8,368","8,918","9,176","9,796","10,703","54,293","10,100","10,149","10,023","9,492","8,137","6,460","108,654","54,361","2,901","1,421",887,660,"5,869","39,981","114,523","129,314","114,283",57,53,46,0,84,0,"114,523"
2011,Rhode Island                                           ,Intellectual disabilities             ,         x,         x,         x,         x,         x,0,0,0,0,         x,0,         x,9,15,20,30,57,63,194,64,66,68,78,85,86,641,447,74,67,57,9,207,524,848,         x,220,         x,15,109,         x,472,21,         x
2011,Rhode Island                                           ,Hearing impairments                ,8,11,11,30,8,0,         x,         x,0,18,0,30,         x,11,11,         x,11,12,53,14,10,11,15,18,11,132,79,10,         x,         x,0,16,71,148,178,38,         x,5,12,0,90,         x,148
2011,Rhode Island                                           ,Speech or language impairments     ,405,560,639,"1,604",344,         x,29,90,         x,"1,074",56,"1,604",694,744,662,295,190,129,"2,714",98,72,64,30,26,37,"3,041",327,14,         x,         x,0,20,177,"3,061","4,665",722,         x,71,224,         x,"1,939",81,"3,061"
2011,Rhode Island                                           ,Visual impairments                 ,         x,         x,         x,6,0,0,0,0,0,6,0,6,         x,         x,6,         x,         x,         x,27,         x,         x,         x,         x,         x,6,51,24,         x,         x,0,0,5,         x,56,62,9,0,         x,         x,0,38,         x,56
2011,Rhode Island                                           ,Emotional disturbance              ,         x,         x,6,15,         x,0,0,         x,0,10,         x,15,24,40,56,103,122,125,470,151,163,202,262,319,318,"1,885","1,415",153,51,23,14,241,"1,342","2,126","2,141",421,35,14,334,7,"1,249",66,"2,126"
2011,Rhode Island                                           ,Orthopedic impairments             ,         x,         x,         x,6,0,0,0,0,0,6,0,6,7,         x,         x,6,9,7,39,         x,         x,         x,6,         x,         x,         x,         x,         x,         x,0,0,         x,21,64,70,7,         x,         x,5,0,45,         x,64
2011,Rhode Island                                           ,Other health impairments           ,12,13,15,40,5,         x,         x,         x,0,27,         x,40,34,82,122,191,249,280,958,331,373,375,409,421,395,"3,262","2,304",180,59,20,6,265,"1,865","3,527","3,567",547,34,         x,278,         x,"2,552",90,"3,527"
2011,Rhode Island                                           ,Specific learning disabilities     ,         x,0,         x,11,         x,0,0,0,0,         x,0,11,38,175,308,587,724,782,"2,614",848,908,945,898,922,851,"7,986","5,372",459,110,34,16,619,"4,235","8,605","8,616","2,374",94,113,939,10,"4,863",212,"8,605"
2011,Rhode Island                                           ,Deaf-blindness                     ,0,0,0,0,         x,0,0,0,0,0,0,         x,0,         x,0,0,0,0,         x,0,0,0,0,0,         x,         x,         x,0,0,         x,0,         x,         x,         x,         x,0,0,0,0,0,         x,0,         x
2011,Rhode Island                                           ,Multiple disabilities              ,14,14,10,38,10,0,         x,         x,0,24,0,38,13,30,24,22,29,29,147,22,19,14,24,17,20,263,116,34,26,         x,         x,80,155,343,381,61,         x,10,16,0,247,         x,343
2011,Rhode Island                                           ,Autism                             ,35,57,73,165,19,         x,         x,9,0,122,11,165,116,118,141,148,148,148,819,167,143,158,136,131,108,"1,662",843,74,52,         x,         x,160,693,"1,822","1,987",194,         x,36,99,         x,"1,444",37,"1,822"
2011,Rhode Island                                           ,Traumatic brain injury             ,         x,0,0,         x,0,0,0,0,0,         x,0,         x,         x,         x,         x,         x,         x,         x,         x,         x,         x,7,         x,5,5,40,         x,5,         x,         x,         x,         x,         x,         x,         x,10,0,         x,         x,         x,         x,0,         x
2011,Rhode Island                                           ,Developmental delay                ,261,382,419,"1,062",185,         x,24,91,         x,707,41,"1,062",464,379,340,         -,         -,         -,"1,183",         -,         -,         -,         -,         -,         -,"1,183",         -,         -,         -,         -,         -,         -,         -,"1,183","2,245",312,         x,21,113,         x,679,35,"1,183"
2011,Rhode Island                                           ,All disabilities                   ,745,"1,048","1,191","2,984",582,23,58,201,5,"2,003",112,"2,984","1,409","1,607","1,697","1,390","1,547","1,582","9,232","1,706","1,765","1,851","1,866","1,950","1,841","20,211","10,979","1,006",383,192,50,"1,631","9,139","21,842","24,826","4,915",237,319,"2,137",26,"13,659",549,"21,842"
2011,South Carolina                                         ,Intellectual disabilities             ,         x,         x,54,63,         x,0,0,33,0,23,         x,63,139,215,260,428,585,634,"2,261",616,622,695,578,671,706,"6,149","3,888",622,399,287,96,"1,404","4,054","7,553","7,616",231,24,61,"4,700",5,"2,446",86,"7,553"
2011,South Carolina                                         ,Hearing impairments                ,34,54,45,133,20,0,         x,55,0,53,         x,133,55,89,70,76,72,83,445,78,74,91,85,75,70,918,473,47,33,15,9,104,425,"1,022","1,155",67,         x,26,426,0,474,         x,"1,022"
2011,South Carolina                                         ,Speech or language impairments     ,966,"1,944","3,164","6,074",387,15,40,"2,056",0,"3,419",157,"6,074","3,981","3,663","2,854","1,920","1,266",721,"14,405",399,209,112,48,31,         x,         x,         x,         x,         x,0,0,         x,216,"15,229","21,303",818,51,156,"5,098",11,"8,674",421,"15,229"
2011,South Carolina                                         ,Visual impairments                 ,13,22,25,60,         x,         x,         x,19,0,32,         x,60,26,29,22,29,36,34,176,30,26,32,35,32,22,353,177,22,13,         x,         x,44,165,397,457,16,0,         x,132,0,235,         x,397
2011,South Carolina                                         ,Emotional disturbance              ,0,0,         x,         x,0,0,0,         x,0,         x,0,         x,26,65,119,159,193,238,800,263,322,310,362,363,320,"2,740","1,940",179,81,34,22,316,"1,671","3,056",         x,66,8,6,"1,613",         x,"1,272",89,         x
2011,South Carolina                                         ,Orthopedic impairments             ,20,16,26,62,10,0,         x,16,0,33,         x,62,29,29,45,36,47,46,232,51,55,62,47,42,51,540,308,40,22,         x,         x,77,279,617,679,32,         x,         x,208,0,358,11,617
2011,South Carolina                                         ,Other health impairments           ,20,16,44,80,         x,0,         x,26,0,47,         x,80,164,318,580,724,963,993,"3,742","1,068","1,018","1,030","1,060",937,845,"9,700","5,958",508,155,49,16,728,"4,600","10,428","10,508",280,         x,35,"3,647",         x,"6,171",258,"10,428"
2011,South Carolina                                         ,Specific learning disabilities     ,         x,         x,29,35,0,0,0,19,0,16,0,35,325,"1,012","2,059","3,017","3,761","4,258","14,432","4,198","4,290","4,145","4,089","4,024","3,642","38,820","24,388","2,312",635,168,46,"3,161","19,061","41,981","42,016","2,267",179,146,"18,930",14,"19,580",865,"41,981"
2011,South Carolina                                         ,Deaf-blindness                     ,         x,0,0,         x,0,0,0,0,0,         x,0,         x,         x,0,0,0,0,         x,         x,0,0,0,0,0,0,         x,0,0,0,         x,0,         x,         x,         x,         x,0,0,0,         x,0,         x,0,         x
2011,South Carolina                                         ,Multiple disabilities              ,7,20,21,48,         x,0,0,10,0,27,         x,48,23,40,38,57,75,69,302,59,72,47,53,50,42,625,323,25,14,9,8,56,248,681,729,39,         x,5,191,         x,428,12,681
2011,South Carolina                                         ,Autism                             ,145,228,269,642,47,         x,         x,242,0,317,22,642,344,370,396,342,350,326,"2,128",297,263,254,203,194,167,"3,506","1,378",132,101,57,23,313,"1,131","3,819","4,461",160,         x,65,"1,380",         x,"2,122",82,"3,819"
2011,South Carolina                                         ,Traumatic brain injury             ,         x,         x,         x,9,0,0,0,         x,0,5,         x,         x,         x,8,7,16,16,         x,         x,12,14,14,17,19,         x,         x,         x,         x,         x,7,         x,28,         x,         x,         x,8,0,0,         x,0,         x,8,         x
2011,South Carolina                                         ,Developmental delay                ,942,"1,317","1,393","3,652",328,         x,37,"1,626",         x,"1,525",127,"3,652","1,213","1,153",926,498,         -,         -,"3,790",         -,         -,         -,         -,         -,         -,"3,790",         -,         -,         -,         -,         -,         -,         -,"3,790","7,442",239,         x,25,"1,844",         x,"1,564",108,"3,790"
2011,South Carolina                                         ,All disabilities                   ,"2,160","3,625","5,077","10,862",808,         x,96,"4,107",         x,"5,499",323,"10,862","6,335","6,991","7,376","7,302","7,364","7,410","42,778","7,071","6,965","6,792","6,577","6,438","5,902","82,523","39,745","3,906","1,461",645,227,"6,239","31,948","88,762","99,624","4,223",324,539,"38,240",41,"43,426","1,969","88,762"
2011,South Dakota                                           ,Intellectual disabilities             ,14,17,39,70,         x,15,         x,         x,0,44,         x,70,86,93,95,102,95,109,580,126,105,99,90,100,110,"1,210",630,76,59,61,16,212,611,"1,422","1,492",74,255,         x,65,         x,983,25,"1,422"
2011,South Dakota                                           ,Hearing impairments                ,9,10,9,28,         x,         x,0,         x,0,22,0,28,12,15,         x,         x,17,17,78,         x,         x,6,11,9,         x,122,44,         x,0,         x,0,6,37,128,156,13,21,         x,         x,0,85,         x,128
2011,South Dakota                                           ,Speech or language impairments     ,220,342,499,"1,061",30,165,         x,11,         x,816,31,"1,061",587,628,670,528,370,191,"2,974",98,41,22,         x,         x,         x,"3,156",182,0,0,0,0,0,43,"3,156","4,217",132,482,         x,43,         x,"2,394",65,"3,156"
2011,South Dakota                                           ,Visual impairments                 ,         x,         x,         x,6,0,0,0,0,0,         x,         x,         x,         x,         x,         x,         x,         x,         x,         x,         x,         x,         x,         x,         x,         x,         x,         x,         x,0,0,0,         x,14,         x,         x,         x,         x,0,         x,0,         x,         x,         x
2011,South Dakota                                           ,Emotional disturbance              ,0,         x,         x,7,         x,         x,0,         x,0,         x,0,7,24,52,79,91,94,110,450,102,117,102,125,96,80,"1,072",622,46,12,         x,         x,62,465,"1,134","1,141",48,170,         x,49,         x,842,21,"1,134"
2011,South Dakota                                           ,Orthopedic impairments             ,         x,         x,7,18,0,         x,         x,         x,0,12,         x,18,11,7,         x,         x,         x,         x,32,         x,         x,6,7,6,         x,         x,         x,0,         x,0,         x,         x,23,63,81,         x,         x,         x,         x,0,51,         x,63
2011,South Dakota                                           ,Other health impairments           ,5,5,21,31,0,         x,0,         x,         x,25,         x,31,64,110,133,157,157,166,787,168,165,167,158,149,124,"1,718",931,73,6,         x,         x,81,679,"1,799","1,830",61,239,         x,79,         x,"1,369",40,"1,799"
2011,South Dakota                                           ,Specific learning disabilities     ,0,         x,         x,46,         x,11,0,         x,0,30,         x,46,268,393,510,605,577,619,"2,972",582,560,506,508,416,406,"5,950","2,978",237,44,         x,         x,296,"2,132","6,246","6,292",284,"1,327",         x,159,         x,"4,355",83,"6,246"
2011,South Dakota                                           ,Deaf-blindness                     ,0,0,0,0,         x,0,0,0,0,0,0,         x,         x,0,0,0,0,0,         x,0,0,0,0,0,0,         x,0,0,0,0,0,0,0,         x,         x,0,0,0,0,0,         x,0,         x
2011,South Dakota                                           ,Multiple disabilities              ,15,13,24,52,         x,6,0,5,         x,36,         x,52,29,33,25,30,35,37,189,41,44,32,40,34,37,417,228,28,26,25,13,92,235,509,561,19,95,6,20,0,362,7,509
2011,South Dakota                                           ,Autism                             ,20,36,65,121,5,9,         x,5,0,95,         x,121,63,56,70,75,52,60,376,53,47,41,37,34,37,625,249,33,30,17,8,88,237,713,834,31,76,11,13,0,577,5,713
2011,South Dakota                                           ,Traumatic brain injury             ,0,0,0,0,0,0,0,0,0,0,0,0,         x,         x,         x,7,         x,         x,18,         x,         x,         x,6,9,9,60,42,         x,         x,0,0,6,35,66,66,         x,19,         x,         x,0,40,         x,66
2011,South Dakota                                           ,Developmental delay                ,311,480,495,"1,286",60,313,9,26,0,841,37,"1,286",         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,"1,286",         -,         -,         -,         -,         -,         -,         -,         -
2011,South Dakota                                           ,All disabilities                   ,600,915,"1,211","2,726",106,529,         x,56,         x,"1,930",81,"2,726","1,151","1,394","1,597","1,611","1,407","1,317","8,477","1,195","1,096",991,997,864,812,"14,432","5,955",505,179,118,45,847,"4,511","15,279","18,005",668,"2,692",124,439,10,"11,092",254,"15,279"
2011,Tennessee                                              ,Intellectual disabilities             ,22,22,58,102,22,0,         x,37,0,38,         x,102,103,150,273,456,590,604,"2,176",594,580,661,649,750,736,"6,146","3,970",602,283,206,208,"1,299","4,095","7,445","7,547",318,11,62,"2,748",5,"4,279",22,"7,445"
2011,Tennessee                                              ,Hearing impairments                ,46,70,80,196,17,0,         x,51,0,119,         x,196,86,86,104,101,116,116,609,104,103,102,117,93,101,"1,229",620,60,23,         x,         x,96,509,"1,325","1,521",102,0,24,365,         x,825,         x,"1,325"
2011,Tennessee                                              ,Speech or language impairments     ,"1,065","2,529","4,169","7,763",445,         x,63,"1,218",         x,"5,902",113,"7,763","5,171","4,961","4,141","3,121","2,407","1,685","21,486","1,230",906,675,601,475,451,"25,824","4,338",265,40,         x,         x,309,"2,511","26,133","33,896","1,383",65,320,"5,274",16,"18,867",208,"26,133"
2011,Tennessee                                              ,Visual impairments                 ,13,13,33,59,         x,0,         x,9,0,42,         x,59,         x,54,49,53,49,42,         x,68,         x,60,60,         x,49,         x,328,15,         x,6,         x,         x,243,643,702,28,         x,12,131,0,469,         x,643
2011,Tennessee                                              ,Emotional disturbance              ,         x,0,         x,7,0,0,0,         x,0,5,         x,7,31,49,106,152,226,251,815,311,358,352,400,365,405,"3,006","2,191",183,23,         x,         x,214,"1,736","3,220","3,227",79,14,         x,"1,116",         x,"1,978",24,"3,220"
2011,Tennessee                                              ,Orthopedic impairments             ,20,30,37,87,         x,0,         x,13,0,63,0,87,53,46,54,44,55,43,295,55,60,56,43,56,49,614,319,36,9,7,10,62,266,676,763,31,         x,9,93,         x,536,         x,676
2011,Tennessee                                              ,Other health impairments           ,62,84,147,293,18,0,         x,40,0,226,         x,293,310,560,844,"1,095","1,302","1,309","5,420","1,270","1,263","1,290","1,186","1,230","1,150","12,809","7,389",539,71,18,15,643,"5,499","13,452","13,745",310,26,48,"2,845",5,"10,104",114,"13,452"
2011,Tennessee                                              ,Specific learning disabilities     ,0,0,         x,         x,0,0,0,         x,0,         x,0,         x,120,895,"2,161","3,417","4,417","4,766","15,776","4,806","4,680","4,364","4,281","4,219","4,100","42,226","26,450","2,352",284,31,21,"2,688","19,652","44,914",         x,"2,324",104,191,"13,418",         x,"28,617",246,         x
2011,Tennessee                                              ,Deaf-blindness                     ,         x,         x,0,         x,0,0,0,0,0,         x,0,         x,0,0,0,         x,         x,         x,         x,0,         x,         x,         x,         x,0,         x,         x,0,0,         x,0,         x,         x,9,         x,0,         x,         x,         x,0,         x,0,         x
2011,Tennessee                                              ,Multiple disabilities              ,52,54,59,165,11,         x,         x,58,0,91,         x,165,79,89,105,144,159,143,719,165,156,165,146,140,143,"1,634",915,109,107,110,100,426,"1,020","2,060","2,225",96,         x,19,486,         x,"1,443",9,"2,060"
2011,Tennessee                                              ,Autism                             ,182,242,318,742,58,0,20,145,         x,503,         x,742,396,472,550,538,595,602,"3,153",521,466,406,359,382,303,"5,590","2,437",185,107,60,68,420,"1,870","6,010","6,752",236,         x,92,"1,053",         x,"4,579",33,"6,010"
2011,Tennessee                                              ,Traumatic brain injury             ,         x,         x,14,27,5,0,0,7,0,15,0,27,         x,12,18,         x,         x,         x,         x,18,         x,         x,         x,         x,32,         x,         x,15,         x,         x,         x,         x,         x,283,310,16,0,         x,         x,0,         x,         x,283
2011,Tennessee                                              ,Developmental delay                ,974,"1,366","1,596","3,936",359,9,65,899,5,"2,548",51,"3,936","1,744","1,455",976,344,         -,         -,"4,519",         -,         -,         -,         -,         -,         -,"4,519",         -,         -,         -,         -,         -,         -,         -,"4,519","8,455",289,         x,60,"1,325",         x,"2,808",26,"4,519"
2011,Tennessee                                              ,All disabilities                   ,"2,444","4,417","6,520","13,381",948,28,169,"2,479",11,"9,555",191,"13,381","8,144","8,829","9,381","9,493","9,937","9,584","55,368","9,142","8,642","8,149","7,873","7,779","7,519","104,472","49,104","4,361",960,458,438,"6,217","37,537","110,689","124,070","5,212",252,847,"28,918",52,"74,709",699,"110,689"
2011,Texas                                                  ,Intellectual disabilities             ,194,302,563,"1,059",662,         x,23,153,         x,201,15,"1,059","1,248","1,727","1,988","2,412","2,712","2,793","12,880","2,749","2,627","2,390","2,345","2,256","2,326","27,573","14,693","2,128","1,356",953,781,"5,218","14,535","32,791","33,850","16,241",151,651,"7,413",46,"7,907",382,"32,791"
2011,Texas                                                  ,Hearing impairments                ,193,266,332,791,397,         x,40,85,0,256,         x,791,381,433,488,455,478,507,"2,742",556,515,509,453,429,471,"5,675","2,933",386,117,30,19,552,"2,414","6,227","7,018","3,283",26,197,784,11,"1,851",75,"6,227"
2011,Texas                                                  ,Speech or language impairments     ,"6,175","11,156","13,825","31,156","15,576",196,860,"3,198",28,"10,696",602,"31,156","14,030","13,354","11,089","8,855","6,557","4,029","57,914","2,300","1,221",664,320,214,147,"62,780","4,866",         x,         x,         x,         x,108,"1,453","62,888","94,044","30,501",333,"1,458","6,853",63,"22,522","1,158","62,888"
2011,Texas                                                  ,Visual impairments                 ,121,167,198,486,244,         x,         x,59,0,160,11,486,209,225,291,283,243,260,"1,511",237,234,222,201,225,207,"2,837","1,326",136,61,28,25,250,"1,105","3,087","3,573","1,335",         x,71,447,         x,"1,157",54,"3,087"
2011,Texas                                                  ,Emotional disturbance              ,5,13,91,109,32,0,         x,28,0,42,         x,109,325,698,"1,105","1,525","1,938","2,252","7,843","2,480","2,614","2,848","2,792","2,872","2,682","24,131","16,288","1,545",405,95,30,"2,075","13,269","26,206","26,315","8,907",148,142,"5,432",22,"10,978",577,"26,206"
2011,Texas                                                  ,Orthopedic impairments             ,95,162,190,447,224,         x,12,47,0,152,         x,447,243,244,243,230,277,269,"1,506",243,282,304,271,269,260,"3,135","1,629",218,87,61,31,397,"1,501","3,532","3,979","1,769",         x,89,420,         x,"1,171",61,"3,532"
2011,Texas                                                  ,Other health impairments           ,550,948,"1,156","2,654","1,299",         x,66,303,         x,917,60,"2,654","1,795","2,486","3,256","3,865","4,335","4,802","20,539","4,739","4,675","4,717","4,695","4,809","4,577","48,751","28,212","2,661",604,170,107,"3,542","22,340","52,293","54,947","19,954",274,532,"8,925",49,"21,529","1,030","52,293"
2011,Texas                                                  ,Specific learning disabilities     ,5,6,55,66,29,         x,         x,         x,0,25,0,66,464,"1,879","4,761","8,665","13,117","16,079","44,965","17,597","18,255","18,767","18,841","19,208","19,069","156,702","111,737","12,240","2,767",359,80,"15,446","91,331","172,148","172,214","93,181",899,"1,148","32,816",146,"41,760","2,198","172,148"
2011,Texas                                                  ,Deaf-blindness                     ,8,5,7,20,7,0,0,         x,0,10,         x,20,         x,         x,12,13,9,14,59,         x,         x,         x,12,8,8,104,45,         x,         x,         x,         x,11,43,115,135,49,         x,         x,10,         x,51,0,115
2011,Texas                                                  ,Multiple disabilities              ,95,166,188,449,213,         x,14,68,         x,134,14,449,213,273,336,370,382,417,"1,991",407,380,420,366,346,339,"4,249","2,258",314,282,244,221,"1,061","2,532","5,310","5,759","2,337",22,122,811,9,"1,931",78,"5,310"
2011,Texas                                                  ,Autism                             ,573,"1,098","1,776","3,447","1,569",20,183,484,8,"1,106",77,"3,447","2,677","3,107","3,354","3,153","3,123","2,890","18,304","2,654","2,436","2,173","1,928","1,728","1,576","30,799","12,495","1,091",571,363,279,"2,304","9,709","33,103","36,550","12,272",160,"1,568","4,180",45,"14,146",732,"33,103"
2011,Texas                                                  ,Traumatic brain injury             ,13,26,33,72,27,0,         x,11,0,29,         x,72,         x,         x,58,71,67,90,381,         x,         x,         x,119,107,135,"1,043",662,101,37,         x,         x,176,643,"1,219","1,291",514,         x,         x,213,         x,451,17,"1,219"
2011,Texas                                                  ,Developmental delay                ,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -
2011,Texas                                                  ,All disabilities                   ,"8,027","14,315","18,414","40,756","20,279",237,"1,213","4,448",42,"13,728",809,"40,756","21,630","24,487","26,981","29,897","33,238","34,402","170,635","34,074","33,335","33,124","32,343","32,471","31,797","367,779","197,144","20,909","6,307","2,333","1,591","31,140","160,875","398,919","439,675","190,343","2,059","5,995","68,304",402,"125,454","6,362","398,919"
2011,Utah                                                   ,Intellectual disabilities             ,12,12,20,44,         x,0,0,         x,0,37,0,44,57,117,183,222,226,231,"1,036",236,255,241,268,271,260,"2,567","1,531",187,170,151,129,637,"1,677","3,204","3,248",589,70,43,97,46,"2,329",30,"3,204"
